,City 1,State 1,City 2,State 2,State 2  W2V
0,Chicago,Illinois,Houston,Texas,Texas
1,Chicago,Illinois,Philadelphia,Pennsylvania,Pennsylvania
2,Chicago,Illinois,Phoenix,Arizona,Arizona
3,Chicago,Illinois,Dallas,Texas,Texas
4,Chicago,Illinois,Jacksonville,Florida,Tennessee
5,Chicago,Illinois,Indianapolis,Indiana,Indiana
6,Chicago,Illinois,Austin,Texas,Texas
7,Chicago,Illinois,Detroit,Michigan,Michigan
8,Chicago,Illinois,Memphis,Tennessee,Tennessee
9,Chicago,Illinois,Boston,Massachusetts,Massachusetts
10,Chicago,Illinois,Seattle,Washington,Oregon
11,Chicago,Illinois,Denver,Colorado,Colorado
12,Chicago,Illinois,Baltimore,Maryland,Maryland
13,Chicago,Illinois,Nashville,Tennessee,Tennessee
14,Chicago,Illinois,Louisville,Kentucky,Kentucky
15,Chicago,Illinois,Milwaukee,Wisconsin,Wisconsin
16,Chicago,Illinois,Portland,Oregon,Oregon
17,Chicago,Illinois,Tucson,Arizona,Arizona
18,Chicago,Illinois,Fresno,California,Nevada
19,Chicago,Illinois,Sacramento,California,California
20,Chicago,Illinois,Mesa,Arizona,Nevada
21,Chicago,Illinois,Atlanta,Georgia,Georgia
22,Chicago,Illinois,Omaha,Nebraska,Nebraska
23,Chicago,Illinois,Miami,Florida,Ohio
24,Chicago,Illinois,Tulsa,Oklahoma,Oklahoma
25,Chicago,Illinois,Oakland,California,Michigan
26,Chicago,Illinois,Cleveland,Ohio,Ohio
27,Chicago,Illinois,Minneapolis,Minnesota,Minnesota
28,Chicago,Illinois,Wichita,Kansas,Kansas
29,Chicago,Illinois,Arlington,Texas,Virginia
30,Chicago,Illinois,Bakersfield,California,Fresno
33,Chicago,Illinois,Honolulu,Hawaii,Hawaii
34,Chicago,Illinois,Pittsburgh,Pennsylvania,Pennsylvania
35,Chicago,Illinois,Lexington,Kentucky,Kentucky
37,Chicago,Illinois,Cincinnati,Ohio,Ohio
39,Houston,Texas,Philadelphia,Pennsylvania,Pennsylvania
40,Houston,Texas,Phoenix,Arizona,Arizona
41,Houston,Texas,Jacksonville,Florida,Alabama
42,Houston,Texas,Indianapolis,Indiana,Indiana
43,Houston,Texas,Detroit,Michigan,Michigan
44,Houston,Texas,Memphis,Tennessee,Arkansas
45,Houston,Texas,Boston,Massachusetts,Massachusetts
46,Houston,Texas,Seattle,Washington,Oregon
47,Houston,Texas,Denver,Colorado,Colorado
48,Houston,Texas,Baltimore,Maryland,Maryland
49,Houston,Texas,Nashville,Tennessee,Tennessee
50,Houston,Texas,Louisville,Kentucky,Kentucky
51,Houston,Texas,Milwaukee,Wisconsin,Wisconsin
52,Houston,Texas,Portland,Oregon,Oregon
53,Houston,Texas,Tucson,Arizona,Arizona
54,Houston,Texas,Fresno,California,California
55,Houston,Texas,Sacramento,California,California
56,Houston,Texas,Mesa,Arizona,Pecos
57,Houston,Texas,Atlanta,Georgia,Georgia
58,Houston,Texas,Omaha,Nebraska,Nebraska
59,Houston,Texas,Miami,Florida,Florida
60,Houston,Texas,Tulsa,Oklahoma,Oklahoma
61,Houston,Texas,Oakland,California,California
62,Houston,Texas,Cleveland,Ohio,Ohio
63,Houston,Texas,Minneapolis,Minnesota,Minnesota
64,Houston,Texas,Wichita,Kansas,Kansas
65,Houston,Texas,Bakersfield,California,California
68,Houston,Texas,Honolulu,Hawaii,Hawaii
69,Houston,Texas,Pittsburgh,Pennsylvania,Pennsylvania
70,Houston,Texas,Lexington,Kentucky,Kentucky
72,Houston,Texas,Cincinnati,Ohio,Ohio
75,Philadelphia,Pennsylvania,Phoenix,Arizona,Arizona
76,Philadelphia,Pennsylvania,Dallas,Texas,Texas
77,Philadelphia,Pennsylvania,Jacksonville,Florida,Alabama
78,Philadelphia,Pennsylvania,Indianapolis,Indiana,Indiana
79,Philadelphia,Pennsylvania,Austin,Texas,Texas
80,Philadelphia,Pennsylvania,Detroit,Michigan,Michigan
81,Philadelphia,Pennsylvania,Memphis,Tennessee,Kentucky
82,Philadelphia,Pennsylvania,Boston,Massachusetts,Massachusetts
83,Philadelphia,Pennsylvania,Seattle,Washington,Oregon
84,Philadelphia,Pennsylvania,Denver,Colorado,Colorado
85,Philadelphia,Pennsylvania,Baltimore,Maryland,Maryland
86,Philadelphia,Pennsylvania,Nashville,Tennessee,Kentucky
87,Philadelphia,Pennsylvania,Louisville,Kentucky,Kentucky
88,Philadelphia,Pennsylvania,Milwaukee,Wisconsin,Wisconsin
89,Philadelphia,Pennsylvania,Portland,Oregon,Oregon
90,Philadelphia,Pennsylvania,Tucson,Arizona,Arizona
91,Philadelphia,Pennsylvania,Fresno,California,Nevada
92,Philadelphia,Pennsylvania,Sacramento,California,California
93,Philadelphia,Pennsylvania,Mesa,Arizona,Wyoming
94,Philadelphia,Pennsylvania,Atlanta,Georgia,Georgia
95,Philadelphia,Pennsylvania,Omaha,Nebraska,Nebraska
96,Philadelphia,Pennsylvania,Miami,Florida,Ohio
97,Philadelphia,Pennsylvania,Tulsa,Oklahoma,Oklahoma
98,Philadelphia,Pennsylvania,Oakland,California,Michigan
99,Philadelphia,Pennsylvania,Cleveland,Ohio,Ohio
100,Philadelphia,Pennsylvania,Minneapolis,Minnesota,Wisconsin
101,Philadelphia,Pennsylvania,Wichita,Kansas,Kansas
102,Philadelphia,Pennsylvania,Arlington,Texas,Virginia
103,Philadelphia,Pennsylvania,Bakersfield,California,California
106,Philadelphia,Pennsylvania,Honolulu,Hawaii,Hawaii
107,Philadelphia,Pennsylvania,Lexington,Kentucky,Kentucky
109,Philadelphia,Pennsylvania,Cincinnati,Ohio,Ohio
113,Phoenix,Arizona,Dallas,Texas,Texas
114,Phoenix,Arizona,Jacksonville,Florida,Alabama
115,Phoenix,Arizona,Indianapolis,Indiana,Indiana
116,Phoenix,Arizona,Austin,Texas,Texas
117,Phoenix,Arizona,Detroit,Michigan,Michigan
118,Phoenix,Arizona,Memphis,Tennessee,Tennessee
119,Phoenix,Arizona,Boston,Massachusetts,Massachusetts
120,Phoenix,Arizona,Seattle,Washington,Oregon
121,Phoenix,Arizona,Denver,Colorado,Colorado
122,Phoenix,Arizona,Baltimore,Maryland,Maryland
123,Phoenix,Arizona,Nashville,Tennessee,Tennessee
124,Phoenix,Arizona,Louisville,Kentucky,Kentucky
125,Phoenix,Arizona,Milwaukee,Wisconsin,Wisconsin
126,Phoenix,Arizona,Portland,Oregon,Oregon
127,Phoenix,Arizona,Fresno,California,Oregon
128,Phoenix,Arizona,Sacramento,California,Fresno
129,Phoenix,Arizona,Atlanta,Georgia,Georgia
130,Phoenix,Arizona,Omaha,Nebraska,Nebraska
131,Phoenix,Arizona,Miami,Florida,Florida
132,Phoenix,Arizona,Tulsa,Oklahoma,Oklahoma
133,Phoenix,Arizona,Oakland,California,California
134,Phoenix,Arizona,Cleveland,Ohio,Ohio
135,Phoenix,Arizona,Minneapolis,Minnesota,Minnesota
136,Phoenix,Arizona,Wichita,Kansas,Kansas
137,Phoenix,Arizona,Arlington,Texas,Texas
138,Phoenix,Arizona,Bakersfield,California,Fresno
141,Phoenix,Arizona,Honolulu,Hawaii,Hawaii
142,Phoenix,Arizona,Pittsburgh,Pennsylvania,Pennsylvania
143,Phoenix,Arizona,Lexington,Kentucky,Kentucky
145,Phoenix,Arizona,Cincinnati,Ohio,Ohio
149,Phoenix,Arizona,Henderson,Nevada,Jenkins
150,Dallas,Texas,Jacksonville,Florida,Alabama
151,Dallas,Texas,Indianapolis,Indiana,Indiana
152,Dallas,Texas,Detroit,Michigan,Michigan
153,Dallas,Texas,Memphis,Tennessee,Tennessee
154,Dallas,Texas,Boston,Massachusetts,Massachusetts
155,Dallas,Texas,Seattle,Washington,Oregon
156,Dallas,Texas,Denver,Colorado,Colorado
157,Dallas,Texas,Baltimore,Maryland,Maryland
158,Dallas,Texas,Nashville,Tennessee,Tennessee
159,Dallas,Texas,Louisville,Kentucky,Kentucky
160,Dallas,Texas,Milwaukee,Wisconsin,Wisconsin
161,Dallas,Texas,Portland,Oregon,Oregon
162,Dallas,Texas,Tucson,Arizona,Arizona
163,Dallas,Texas,Fresno,California,California
164,Dallas,Texas,Sacramento,California,California
165,Dallas,Texas,Mesa,Arizona,Arizona
166,Dallas,Texas,Atlanta,Georgia,Georgia
167,Dallas,Texas,Omaha,Nebraska,Nebraska
168,Dallas,Texas,Miami,Florida,Florida
169,Dallas,Texas,Tulsa,Oklahoma,Oklahoma
170,Dallas,Texas,Oakland,California,California
171,Dallas,Texas,Cleveland,Ohio,Ohio
172,Dallas,Texas,Minneapolis,Minnesota,Minnesota
173,Dallas,Texas,Wichita,Kansas,Kansas
174,Dallas,Texas,Bakersfield,California,California
177,Dallas,Texas,Honolulu,Hawaii,Hawaii
178,Dallas,Texas,Pittsburgh,Pennsylvania,Pennsylvania
179,Dallas,Texas,Lexington,Kentucky,Kentucky
181,Dallas,Texas,Cincinnati,Ohio,Ohio
184,Dallas,Texas,Henderson,Nevada,Patterson
185,Dallas,Texas,Orlando,Florida,Florida
186,Jacksonville,Florida,Indianapolis,Indiana,Indiana
187,Jacksonville,Florida,Austin,Texas,Texas
188,Jacksonville,Florida,Detroit,Michigan,Michigan
189,Jacksonville,Florida,Memphis,Tennessee,Oklahoma
190,Jacksonville,Florida,Boston,Massachusetts,Massachusetts
191,Jacksonville,Florida,Seattle,Washington,Oregon
192,Jacksonville,Florida,Denver,Colorado,Colorado
193,Jacksonville,Florida,Baltimore,Maryland,Maryland
194,Jacksonville,Florida,Nashville,Tennessee,Tennessee
195,Jacksonville,Florida,Louisville,Kentucky,Kentucky
196,Jacksonville,Florida,Milwaukee,Wisconsin,Wisconsin
197,Jacksonville,Florida,Portland,Oregon,Oregon
198,Jacksonville,Florida,Tucson,Arizona,Arizona
199,Jacksonville,Florida,Fresno,California,California
200,Jacksonville,Florida,Sacramento,California,California
201,Jacksonville,Florida,Mesa,Arizona,Colorado
202,Jacksonville,Florida,Atlanta,Georgia,Georgia
203,Jacksonville,Florida,Omaha,Nebraska,Nebraska
204,Jacksonville,Florida,Tulsa,Oklahoma,Oklahoma
205,Jacksonville,Florida,Oakland,California,California
206,Jacksonville,Florida,Cleveland,Ohio,Ohio
207,Jacksonville,Florida,Minneapolis,Minnesota,Minnesota
208,Jacksonville,Florida,Wichita,Kansas,Kansas
209,Jacksonville,Florida,Arlington,Texas,Texas
210,Jacksonville,Florida,Bakersfield,California,California
212,Jacksonville,Florida,Honolulu,Hawaii,Hawaii
213,Jacksonville,Florida,Pittsburgh,Pennsylvania,Pennsylvania
214,Jacksonville,Florida,Lexington,Kentucky,Kentucky
216,Jacksonville,Florida,Cincinnati,Ohio,Ohio
220,Jacksonville,Florida,Henderson,Nevada,Robinson
221,Jacksonville,Florida,Laredo,Texas,Texas
222,Indianapolis,Indiana,Austin,Texas,Texas
223,Indianapolis,Indiana,Detroit,Michigan,Michigan
224,Indianapolis,Indiana,Memphis,Tennessee,Arkansas
225,Indianapolis,Indiana,Boston,Massachusetts,Massachusetts
226,Indianapolis,Indiana,Seattle,Washington,Oregon
227,Indianapolis,Indiana,Denver,Colorado,Colorado
228,Indianapolis,Indiana,Baltimore,Maryland,Maryland
229,Indianapolis,Indiana,Nashville,Tennessee,Tennessee
230,Indianapolis,Indiana,Louisville,Kentucky,Kentucky
231,Indianapolis,Indiana,Milwaukee,Wisconsin,Wisconsin
232,Indianapolis,Indiana,Portland,Oregon,Oregon
233,Indianapolis,Indiana,Tucson,Arizona,Arizona
234,Indianapolis,Indiana,Fresno,California,Oregon
235,Indianapolis,Indiana,Sacramento,California,California
236,Indianapolis,Indiana,Mesa,Arizona,Arizona
237,Indianapolis,Indiana,Atlanta,Georgia,Georgia
238,Indianapolis,Indiana,Omaha,Nebraska,Nebraska
239,Indianapolis,Indiana,Miami,Florida,Florida
240,Indianapolis,Indiana,Tulsa,Oklahoma,Oklahoma
241,Indianapolis,Indiana,Oakland,California,Michigan
242,Indianapolis,Indiana,Cleveland,Ohio,Ohio
243,Indianapolis,Indiana,Minneapolis,Minnesota,Minnesota
244,Indianapolis,Indiana,Wichita,Kansas,Kansas
245,Indianapolis,Indiana,Arlington,Texas,Virginia
246,Indianapolis,Indiana,Bakersfield,California,California
249,Indianapolis,Indiana,Honolulu,Hawaii,Hawaii
250,Indianapolis,Indiana,Pittsburgh,Pennsylvania,Pennsylvania
251,Indianapolis,Indiana,Lexington,Kentucky,Kentucky
253,Indianapolis,Indiana,Cincinnati,Ohio,Ohio
257,Indianapolis,Indiana,Henderson,Nevada,Hodges
258,Indianapolis,Indiana,Orlando,Florida,Florida
259,Indianapolis,Indiana,Laredo,Texas,Texas
260,Indianapolis,Indiana,Chandler,Arizona,Parker
261,Austin,Texas,Detroit,Michigan,Michigan
262,Austin,Texas,Memphis,Tennessee,Tennessee
263,Austin,Texas,Boston,Massachusetts,Massachusetts
264,Austin,Texas,Seattle,Washington,Oregon
265,Austin,Texas,Denver,Colorado,Colorado
266,Austin,Texas,Baltimore,Maryland,Maryland
267,Austin,Texas,Nashville,Tennessee,Tennessee
268,Austin,Texas,Louisville,Kentucky,Kentucky
269,Austin,Texas,Milwaukee,Wisconsin,Wisconsin
270,Austin,Texas,Portland,Oregon,Oregon
271,Austin,Texas,Tucson,Arizona,Arizona
272,Austin,Texas,Fresno,California,Bakersfield
273,Austin,Texas,Sacramento,California,California
274,Austin,Texas,Mesa,Arizona,Arizona
275,Austin,Texas,Atlanta,Georgia,Georgia
276,Austin,Texas,Omaha,Nebraska,Nebraska
277,Austin,Texas,Miami,Florida,Florida
278,Austin,Texas,Tulsa,Oklahoma,Oklahoma
279,Austin,Texas,Oakland,California,California
280,Austin,Texas,Cleveland,Ohio,Ohio
281,Austin,Texas,Minneapolis,Minnesota,Minnesota
282,Austin,Texas,Wichita,Kansas,Kansas
283,Austin,Texas,Bakersfield,California,Fresno
286,Austin,Texas,Honolulu,Hawaii,Hawaii
287,Austin,Texas,Pittsburgh,Pennsylvania,Pennsylvania
288,Austin,Texas,Lexington,Kentucky,Kentucky
290,Austin,Texas,Cincinnati,Ohio,Ohio
293,Austin,Texas,Henderson,Nevada,Robinson
294,Austin,Texas,Orlando,Florida,Florida
295,Austin,Texas,Chandler,Arizona,Arizona
296,Austin,Texas,Madison,Wisconsin,Wisconsin
297,Detroit,Michigan,Memphis,Tennessee,Tennessee
298,Detroit,Michigan,Boston,Massachusetts,Massachusetts
299,Detroit,Michigan,Seattle,Washington,Oregon
300,Detroit,Michigan,Denver,Colorado,Colorado
301,Detroit,Michigan,Baltimore,Maryland,Maryland
302,Detroit,Michigan,Nashville,Tennessee,Tennessee
303,Detroit,Michigan,Louisville,Kentucky,Kentucky
304,Detroit,Michigan,Milwaukee,Wisconsin,Wisconsin
305,Detroit,Michigan,Portland,Oregon,Oregon
306,Detroit,Michigan,Tucson,Arizona,Arizona
307,Detroit,Michigan,Fresno,California,Oregon
308,Detroit,Michigan,Sacramento,California,California
309,Detroit,Michigan,Mesa,Arizona,Arizona
310,Detroit,Michigan,Atlanta,Georgia,Georgia
311,Detroit,Michigan,Omaha,Nebraska,Nebraska
312,Detroit,Michigan,Miami,Florida,Florida
313,Detroit,Michigan,Tulsa,Oklahoma,Oklahoma
314,Detroit,Michigan,Oakland,California,California
315,Detroit,Michigan,Cleveland,Ohio,Ohio
316,Detroit,Michigan,Minneapolis,Minnesota,Wisconsin
317,Detroit,Michigan,Wichita,Kansas,Kansas
318,Detroit,Michigan,Arlington,Texas,Virginia
319,Detroit,Michigan,Bakersfield,California,Fresno
322,Detroit,Michigan,Honolulu,Hawaii,Hawaii
323,Detroit,Michigan,Pittsburgh,Pennsylvania,Pennsylvania
324,Detroit,Michigan,Lexington,Kentucky,Kentucky
326,Detroit,Michigan,Cincinnati,Ohio,Ohio
330,Detroit,Michigan,Henderson,Nevada,Morgan
331,Detroit,Michigan,Orlando,Florida,Florida
332,Detroit,Michigan,Laredo,Texas,Texas
333,Detroit,Michigan,Chandler,Arizona,Reynolds
334,Detroit,Michigan,Madison,Wisconsin,Wisconsin
335,Detroit,Michigan,Lubbock,Texas,Texas
336,Memphis,Tennessee,Boston,Massachusetts,Massachusetts
337,Memphis,Tennessee,Seattle,Washington,Oregon
338,Memphis,Tennessee,Denver,Colorado,Colorado
339,Memphis,Tennessee,Baltimore,Maryland,Maryland
340,Memphis,Tennessee,Louisville,Kentucky,Kentucky
341,Memphis,Tennessee,Milwaukee,Wisconsin,Wisconsin
342,Memphis,Tennessee,Portland,Oregon,Oregon
343,Memphis,Tennessee,Tucson,Arizona,Arizona
344,Memphis,Tennessee,Fresno,California,California
345,Memphis,Tennessee,Sacramento,California,California
346,Memphis,Tennessee,Mesa,Arizona,Arizona
347,Memphis,Tennessee,Atlanta,Georgia,Georgia
348,Memphis,Tennessee,Omaha,Nebraska,Nebraska
349,Memphis,Tennessee,Miami,Florida,Florida
350,Memphis,Tennessee,Tulsa,Oklahoma,Oklahoma
351,Memphis,Tennessee,Oakland,California,California
352,Memphis,Tennessee,Cleveland,Ohio,Ohio
353,Memphis,Tennessee,Minneapolis,Minnesota,Minnesota
354,Memphis,Tennessee,Wichita,Kansas,Kansas
355,Memphis,Tennessee,Arlington,Texas,Virginia
356,Memphis,Tennessee,Bakersfield,California,California
359,Memphis,Tennessee,Honolulu,Hawaii,Hawaii
360,Memphis,Tennessee,Pittsburgh,Pennsylvania,Pennsylvania
361,Memphis,Tennessee,Lexington,Kentucky,Kentucky
363,Memphis,Tennessee,Cincinnati,Ohio,Ohio
367,Memphis,Tennessee,Henderson,Nevada,Smith
368,Memphis,Tennessee,Orlando,Florida,Florida
369,Memphis,Tennessee,Laredo,Texas,Texas
370,Memphis,Tennessee,Chandler,Arizona,Wilson
371,Memphis,Tennessee,Madison,Wisconsin,Wisconsin
372,Memphis,Tennessee,Lubbock,Texas,Texas
373,Memphis,Tennessee,Garland,Texas,Cobb
374,Boston,Massachusetts,Seattle,Washington,Oregon
375,Boston,Massachusetts,Denver,Colorado,Colorado
376,Boston,Massachusetts,Baltimore,Maryland,Maryland
377,Boston,Massachusetts,Nashville,Tennessee,Tennessee
378,Boston,Massachusetts,Louisville,Kentucky,Kentucky
379,Boston,Massachusetts,Milwaukee,Wisconsin,Wisconsin
380,Boston,Massachusetts,Portland,Oregon,Oregon
381,Boston,Massachusetts,Tucson,Arizona,Arizona
382,Boston,Massachusetts,Fresno,California,California
383,Boston,Massachusetts,Sacramento,California,California
384,Boston,Massachusetts,Mesa,Arizona,Nevada
385,Boston,Massachusetts,Atlanta,Georgia,Georgia
386,Boston,Massachusetts,Omaha,Nebraska,Nebraska
387,Boston,Massachusetts,Miami,Florida,Florida
388,Boston,Massachusetts,Tulsa,Oklahoma,Oklahoma
389,Boston,Massachusetts,Oakland,California,California
390,Boston,Massachusetts,Cleveland,Ohio,Ohio
391,Boston,Massachusetts,Minneapolis,Minnesota,Minnesota
392,Boston,Massachusetts,Wichita,Kansas,Kansas
393,Boston,Massachusetts,Arlington,Texas,Virginia
394,Boston,Massachusetts,Bakersfield,California,California
397,Boston,Massachusetts,Honolulu,Hawaii,Hawaii
398,Boston,Massachusetts,Pittsburgh,Pennsylvania,Pennsylvania
399,Boston,Massachusetts,Lexington,Kentucky,Kentucky
401,Boston,Massachusetts,Cincinnati,Ohio,Ohio
405,Boston,Massachusetts,Henderson,Nevada,Smith
406,Boston,Massachusetts,Orlando,Florida,Florida
407,Boston,Massachusetts,Laredo,Texas,Raymondville
408,Boston,Massachusetts,Chandler,Arizona,Gilbert
409,Boston,Massachusetts,Madison,Wisconsin,Wisconsin
410,Boston,Massachusetts,Lubbock,Texas,Abilene
411,Boston,Massachusetts,Garland,Texas,McKinney
412,Boston,Massachusetts,Glendale,Arizona,Nevada
413,Seattle,Washington,Denver,Colorado,Colorado
414,Seattle,Washington,Baltimore,Maryland,Maryland
415,Seattle,Washington,Nashville,Tennessee,Tennessee
416,Seattle,Washington,Louisville,Kentucky,Kentucky
417,Seattle,Washington,Milwaukee,Wisconsin,Madison
418,Seattle,Washington,Portland,Oregon,Maine
419,Seattle,Washington,Tucson,Arizona,Arizona
420,Seattle,Washington,Fresno,California,Sacramento
421,Seattle,Washington,Sacramento,California,Fresno
422,Seattle,Washington,Mesa,Arizona,Arizona
423,Seattle,Washington,Atlanta,Georgia,Georgia
424,Seattle,Washington,Omaha,Nebraska,Lincoln
425,Seattle,Washington,Miami,Florida,Florida
426,Seattle,Washington,Tulsa,Oklahoma,Oklahoma
427,Seattle,Washington,Oakland,California,Hillsdale
428,Seattle,Washington,Cleveland,Ohio,Ohio
429,Seattle,Washington,Minneapolis,Minnesota,Minnesota
430,Seattle,Washington,Wichita,Kansas,Kansas
431,Seattle,Washington,Arlington,Texas,Virginia
432,Seattle,Washington,Bakersfield,California,Fresno
435,Seattle,Washington,Honolulu,Hawaii,Hawaii
436,Seattle,Washington,Pittsburgh,Pennsylvania,Pennsylvania
437,Seattle,Washington,Lexington,Kentucky,Frankfort
439,Seattle,Washington,Cincinnati,Ohio,Ohio
443,Seattle,Washington,Henderson,Nevada,Morgan
444,Seattle,Washington,Orlando,Florida,Florida
445,Seattle,Washington,Laredo,Texas,Grayson
446,Seattle,Washington,Chandler,Arizona,Wilson
447,Seattle,Washington,Madison,Wisconsin,Jefferson
448,Seattle,Washington,Lubbock,Texas,Waco
449,Seattle,Washington,Garland,Texas,Wilson
450,Seattle,Washington,Glendale,Arizona,Burbank
452,Denver,Colorado,Baltimore,Maryland,Maryland
453,Denver,Colorado,Nashville,Tennessee,Tennessee
454,Denver,Colorado,Louisville,Kentucky,Kentucky
455,Denver,Colorado,Milwaukee,Wisconsin,Wisconsin
